PMID,Title,Abstract,Journal,Year,Authors,Cleaned_Abstract
40559870,Patient Satisfaction with Aesthetic Outcomes Following OnabotulinumtoxinA Treatment for Chronic Migraine: A Cross-Sectional Study.,"OnabotulinumtoxinA (OnaBoNT-A) is approved for chronic migraine prevention and follows the PREEMPT protocol with injections in the glabellar and forehead regions. While aesthetic changes are considered a side effect, their effect on patient satisfaction has not been thoroughly assessed. This study evaluated patient satisfaction with facial aesthetic outcomes after repeated OnaBoNT-A treatment for chronic migraine. Conducted at specialist headache centers, it included adult patients with chronic migraine who had received at least three OnaBoNT-A cycles. Participants completed a structured questionnaire on demographics, migraine history, facial wrinkles and age perception, appearance satisfaction, psychological impact, treatment satisfaction, and adverse aesthetic events. A total of 124 patients (92.7% female; median age 42.5 years) participated. OnaBoNT-A reduced wrinkle severity (<i>p</i> < 0.0001). Most patients (74.2%) reported aesthetic improvement post-treatment. The majority of patients (76.7%) declared that treatment met or exceeded expectations. 32% reported looking younger post-treatment, with a median perceived age difference of 5 years. Adverse event frequency was similar to pivotal trial outcomes, mostly mild, with no treatment discontinuations. OnaBoNT-A for chronic migraine, following the PREEMPT protocol, provides significant therapeutic benefits and high patient satisfaction regarding aesthetic outcomes. Although aesthetic side effects were generally mild, they were not uncommon.",Toxins,2025.0,Magdalena Boczarska-Jedynak; Marta Bott-Karoń; Karol Marschollek; Mariola Antolak; Maciej Świat; Marta Waliszewska-Prosół,onabotulinumtoxina onabont approve chronic migraine prevention follow preempt protocol injection glabellar forehead region aesthetic change consider effect effect patient satisfaction thoroughly assess study evaluate patient satisfaction facial aesthetic outcome repeat onabont treatment chronic migraine conduct specialist headache center include adult patient chronic migraine receive onabont cycle participant complete structured questionnaire demographic migraine history facial wrinkle age perception appearance satisfaction psychological impact treatment satisfaction adverse aesthetic event total 124 patient 92.7 female median age 42.5 year participate onabont reduce wrinkle severity < > p</i > < 0.0001 patient 74.2 report aesthetic improvement post treatment majority patient 76.7 declare treatment meet exceed expectation 32 report look young post treatment median perceive age difference 5 year adverse event frequency similar pivotal trial outcome mild treatment discontinuation onabont chronic migraine follow preempt protocol provide significant therapeutic benefit high patient satisfaction aesthetic outcome aesthetic effect generally mild uncommon
40559867,Clinical Efficacy of Bladder Neck Injection of Botulinum Toxin A in Treating Neurogenic and Non-Neurogenic Voiding Dysfunctions Due to Bladder Neck Dysfunction.,"Bladder neck dysfunction (BND) is a pathophysiology associated with voiding dysfunction in patients with neurogenic or non-neurogenic voiding dysfunction. Botulinum toxin A (BoNT-A) injection is a minimally invasive alternative for treating bladder outlet dysfunction; however, its efficacy for BND has not been well established. In this retrospective study, 41 patients with videourodynamic study-confirmed BND who failed medical therapy received a transurethral bladder neck injection of 100-U BoNT-A. Treatment outcomes were assessed using the Global Response Assessment. After BoNT-A injection, the patients were followed up and subsequent urological management was recorded. At 6 months, 65.9% of the patients reported satisfactory outcomes (26.8% successful and 39.0% improved). Patients with non-neurogenic BND had the highest satisfaction rate, higher than those with neurogenic BND (NBND) with and without detrusor sphincter dyssynergia (DSD). Among patients without detrusor acontractility (DA), a higher bladder outlet obstruction index predicted treatment failure. Patients with pure BND confirmed by urodynamics may benefit more from BoNT-A injections, whereas those with high baseline voiding detrusor pressure or spinal cord injury with detrusor sphincter dyssynergia may have less favorable results. Bladder neck BoNT-A injections for treating BND-associated voiding dysfunction did not achieve very successful outcomes. Only 26.8% of the patients had successful treatment outcomes, while 39.0% had improved outcomes and 34.1% failed the treatment.",Toxins,2025.0,Yu-Shuang Lee; Yu-Khun Lee; Tien-Lin Chang; Cheng-Ling Lee; Sheng-Fu Chen; Jia-Fong Jhang; Yuan-Hong Jiang; Hann-Chorng Kuo,bladder neck dysfunction bnd pathophysiology associate void dysfunction patient neurogenic non neurogenic voiding dysfunction botulinum toxin bont injection minimally invasive alternative treat bladder outlet dysfunction efficacy bnd establish retrospective study 41 patient videourodynamic study confirm bnd fail medical therapy receive transurethral bladder neck injection 100 u bont a. treatment outcome assess global response assessment bont injection patient follow subsequent urological management record 6 month 65.9 patient report satisfactory outcome 26.8 successful 39.0 improve patient non neurogenic bnd high satisfaction rate high neurogenic bnd nbnd detrusor sphincter dyssynergia dsd patient detrusor acontractility da high bladder outlet obstruction index predict treatment failure patient pure bnd confirm urodynamic benefit bont injection high baseline void detrusor pressure spinal cord injury detrusor sphincter dyssynergia favorable result bladder neck bont injection treat bnd associate voiding dysfunction achieve successful outcome 26.8 patient successful treatment outcome 39.0 improve outcome 34.1 fail treatment
40559854,The Elias University Hospital Approach: A Visual Guide to Ultrasound-Guided Botulinum Toxin Injection in Spasticity: Part II-Proximal Upper Limb Muscles.,"Ultrasound-guided botulinum toxin type A (BoNT-A) injections play a critical role in the management of upper limb spasticity. This is the second part of 'The Elias University Hospital Approach: A Visual Guide to Ultrasound-Guided Botulinum Toxin Injection in Spasticity' and it focuses on the proximal upper limb muscles, complementing the first part, which addressed the distal upper limb muscles. This guide provides a detailed analysis of ultrasound anatomy, clinical relevance, and injection strategies for the latissimus dorsi, teres major, subscapularis, pectoralis major, pectoralis minor, deltoid, triceps brachii, biceps brachii, brachialis, and brachioradialis. Using the Elias University Hospital (EUH) model, it presents a structured approach to BoNT-A administration, ensuring precision, safety, and optimal outcomes in spasticity management. To enhance clinical application, this guide incorporates a wide array of high-quality ultrasound images and dynamic videos, offering a comprehensive and practical understanding of scanning techniques, anatomical structures, and injection procedures. This second part of the series serves as an essential reference for clinicians, aligning with the first installment to provide a complete and systematic approach to ultrasound-guided BoNT-A therapy for upper limb spasticity.",Toxins,2025.0,Marius Nicolae Popescu; Claudiu Căpeț; Cristina Beiu; Mihai Berteanu,ultrasound guide botulinum toxin type bont injection play critical role management upper limb spasticity second elias university hospital approach visual guide ultrasound guided botulinum toxin injection spasticity focus proximal upper limb muscle complement address distal upper limb muscle guide provide detailed analysis ultrasound anatomy clinical relevance injection strategy latissimus dorsi tere major subscapularis pectorali major pectorali minor deltoid triceps brachii bicep brachii brachiali brachioradiali elias university hospital euh model present structured approach bont administration ensure precision safety optimal outcome spasticity management enhance clinical application guide incorporate wide array high quality ultrasound image dynamic video offer comprehensive practical understanding scan technique anatomical structure injection procedure second series serve essential reference clinician align installment provide complete systematic approach ultrasound guide bont therapy upper limb spasticity
40559842,Unveiling the Neurotoxic Effects of Ochratoxin A and Its Impact on Neuroinflammation.,"Ochratoxin A (OTA), a toxic compound generated by <i>Aspergillus</i> and <i>Penicillium</i> fungi, is a common contaminant in different food and animal feed sources, thereby posing possible dangers to human well-being. Although OTA is widely recognized for its kidney-damaging properties, new findings have also indicated its potential to harm the nervous system. Current research trends have increasingly examined the part played by environmental poisons, such as mycotoxins, in the development of diseases. This systematic review gathers and assesses the features of OTA along with the insights acquired from studies on its neurotoxicity. This work presents recent research that demonstrates some mechanisms by which OTA crosses the intestinal and blood-brain barriers, penetrating neural structures. In addition, it discusses the effect of OTA on several types of neural cells and its roles in apoptosis, neuroinflammation, and neurogenesis defects, while also determining the effects of antioxidant systems that neutralize the effects of OTA. This paper identifies crucial gaps in the research and highlights the necessity for further in-depth studies into how OTA affects the processes underlying neurodegeneration. Filling these knowledge gaps could provide valuable insights into the neurotoxic potential of OTA and its relevance to neurological disorders.",Toxins,2025.0,María Ángeles García-Esparza; Eva María Mateo; José Antonio Robles; Michela Capoferri; Misericordia Jiménez; José Miguel Soria,ochratoxin ota toxic compound generate < > aspergillus</i > < > penicillium</i > fungus common contaminant different food animal feed source pose possible danger human ota widely recognize kidney damage property new finding indicate potential harm nervous system current research trend increasingly examine play environmental poison mycotoxin development disease systematic review gather assess feature ota insight acquire study neurotoxicity work present recent research demonstrate mechanism ota cross intestinal blood brain barrier penetrate neural structure addition discuss effect ota type neural cell role apoptosis neuroinflammation neurogenesis defect determine effect antioxidant system neutralize effect ota paper identify crucial gap research highlight necessity depth study ota affect process underlie neurodegeneration fill knowledge gap provide valuable insight neurotoxic potential ota relevance neurological disorder
40559778,Faecal Microbiota Transplantation as an Adjuvant Treatment for Extraintestinal Disorders: Translating Insights from Human Medicine to Veterinary Practice.,"Faecal microbiota transplantation (FMT) has emerged as a transformative therapy in human medicine, particularly for managing recurrent <i>Clostridioides difficile</i> infections and other gastrointestinal (GI) disorders. Beyond the GI tract, FMT has shown potential in addressing extraintestinal conditions in people, including metabolic, immune-mediated, dermatological, neurological, and infectious diseases. Research in people has highlighted its efficacy in decolonising multidrug-resistant organisms in infection, mitigating autoimmune diseases, and improving outcomes in metabolic disorders such as obesity and diabetes. Furthermore, FMT has also been linked to enhanced responses to immunotherapy in cancer and improved management of hepatic and renal conditions. These findings underscore the intricate connections between the gut microbiome and systemic health, opening novel therapeutic avenues. In veterinary medicine, while FMT has demonstrated benefits for GI disorders, its application in extraintestinal diseases remains largely unexplored. Emerging evidence suggests that conditions such as atopic dermatitis, chronic kidney disease, immune-mediated diseases, and behavioural disorders in companion animals could benefit from microbiome-targeted therapies. However, significant gaps in knowledge persist, particularly regarding the long-term safety and efficacy for veterinary applications. This review synthesises findings from human medicine to assess their relevance for veterinary applications and future research.",Veterinary sciences,2025.0,Alice Nishigaki; Julian R Marchesi; Renato L Previdelli,faecal microbiota transplantation fmt emerge transformative therapy human medicine particularly manage recurrent < > clostridioides difficile</i > infection gastrointestinal gi disorder gi tract fmt show potential address extraintestinal condition people include metabolic immune mediate dermatological neurological infectious disease research people highlight efficacy decolonise multidrug resistant organism infection mitigate autoimmune disease improve outcome metabolic disorder obesity diabetes furthermore fmt link enhance response immunotherapy cancer improved management hepatic renal condition finding underscore intricate connection gut microbiome systemic health open novel therapeutic avenue veterinary medicine fmt demonstrate benefit gi disorder application extraintestinal disease remain largely unexplored emerge evidence suggest condition atopic dermatitis chronic kidney disease immune mediate disease behavioural disorder companion animal benefit microbiome target therapy significant gap knowledge persist particularly long term safety efficacy veterinary application review synthesise finding human medicine assess relevance veterinary application future research
40559706,"Inflammatory, White Matter, and Neurodegenerative Mechanisms in Fluid Ability Decrements in Chronic Mild-to-Moderate Traumatic Brain Injury.","Traumatic brain injury (TBI) affects millions globally each year, with mild TBI comprising about 75% of cases. While most mild TBI symptoms are resolved within 3 months, some patients experience persistent issues. This study aimed to identify underlying mechanisms contributing to decrements in fluid cognitive abilities in chronic (>6 months) mild-to-moderate TBI. Specifically, the study focused on the relationships between cognitive performance, white matter integrity, TBI-related symptoms, and blood biomarkers, which are thought to be indicative of biological processes including neuronal injury (neurofilament light [NF-L], neurofilament heavy, ubiquitin C-terminal hydrolase-L1), vascular injury (vascular endothelial growth factor A), glial injury (glial fibrillary acidic protein [GFAP]), neurodegeneration (tau, phosphorylated-tau), immune response (GFAP immunoglobulin G), and inflammation (tumor necrosis factor-α, interleukin [IL]-2, IL-4, IL-6, IL-8, IL-10, interferon-γ, and macrophage inflammatory protein-1α). The final study sample included 57 participants (42 males, 15 females) aged 19-59 with a history of chronic, remote mild-to-moderate TBI. Participants underwent cognitive and behavioral testing, neuroimaging, and a blood draw. Diffusion-weighted magnetic resonance imaging was used to assess white matter integrity in tracts connecting frontal and parietal regions with fractional anisotropy utilized as the metric. Blood samples were analyzed for TBI-related biomarkers. The study found that higher fluid cognition scores were associated with higher white matter integrity in frontal-parietal networks, fewer reported TBI-related symptoms, and mixed biomarker and cytokine levels. Inflammatory processes were linked to lower fractional anisotropy in white matter pathways, more reported symptoms, and increased biomarkers of injury. Higher white matter integrity was also associated with fewer reported neurobehavioral symptoms. The findings provide evidence for a complex interplay of ongoing neuroinflammatory processes, white matter integrity, symptomology, and cognitive function in chronic mild-to-moderate TBI. The results underscore the importance of considering both structural brain changes and systemic responses in understanding the long-term effects of TBI. The observed correlations between cognitive deficits, white matter disruptions, and biomarker profiles suggest potential avenues for targeted interventions aimed at mitigating these effects in TBI patients.",Journal of neurotrauma,2025.0,Samantha H Penhale; Abigail B Waters; Shoumi Sarkar; Leah E McQuillan; John Maczuzak; Somnath Datta; Damon Lamb; Claudia Robertson; Richard Rubenstein; Amy K Wagner; Firas Kobeissy; Kevin K W Wang; John B Williamson,traumatic brain injury tbi affect million globally year mild tbi comprise 75 case mild tbi symptom resolve 3 month patient experience persistent issue study aim identify underlie mechanism contribute decrement fluid cognitive ability chronic > 6 month mild moderate tbi specifically study focus relationship cognitive performance white matter integrity tbi relate symptom blood biomarker think indicative biological process include neuronal injury neurofilament light nf l neurofilament heavy ubiquitin c terminal hydrolase l1 vascular injury vascular endothelial growth factor glial injury glial fibrillary acidic protein gfap neurodegeneration tau phosphorylate tau immune response gfap immunoglobulin g inflammation tumor necrosis factor α interleukin il]-2 il-4 il-6 il-8 il-10 interferon γ macrophage inflammatory protein-1α final study sample include 57 participant 42 male 15 female age 19 59 history chronic remote mild moderate tbi participant undergo cognitive behavioral testing neuroimaging blood draw diffusion weight magnetic resonance imaging assess white matter integrity tract connect frontal parietal region fractional anisotropy utilize metric blood sample analyze tbi relate biomarker study find high fluid cognition score associate high white matter integrity frontal parietal network few report tbi relate symptom mixed biomarker cytokine level inflammatory process link low fractional anisotropy white matter pathway reported symptom increase biomarker injury high white matter integrity associate few report neurobehavioral symptom finding provide evidence complex interplay ongoing neuroinflammatory process white matter integrity symptomology cognitive function chronic mild moderate tbi result underscore importance consider structural brain change systemic response understand long term effect tbi observed correlation cognitive deficit white matter disruption biomarker profile suggest potential avenue target intervention aim mitigate effect tbi patient
40559659,Rhamnan Sulfate from the Seaweed <i>Monostroma nitidum</i> May Improve Cognitive Impairment Caused by Hyperglycemia.,"Rhamnan sulfate (RS), extracted from the seaweed <i>Monostroma nitidum</i>, suppresses vascular endothelial inflammation and arteriosclerosis, decreases blood glucose levels, and improves blood lipid metabolism and the intestinal environment. We examined whether RS improves hyperglycemia-induced cognitive decline in a hyperglycemic mouse model pretreated with nicotinamide and streptozotocin and then orally administered a high-fat diet and maltodextrin (MD) for 4 months. RS was administered in an MD solution at doses of 75, 225, and 750 mg/kg of mouse body weight. Administration of RS to hyperglycemic mice significantly reduced blood glucose levels and tended to improve memory function in behavioral pharmacological tests using spontaneous locomotor activity, rotarod test, and eight-way-maze test, although the results were not significant. Brain histopathological analysis showed that RS significantly reduced atrophy of neuronal layers in each region of the hippocampus compared with untreated hyperglycemic controls. RS also significantly suppressed TNF-α expression and microglial activation in the brain. These results suggest that RS intake suppresses inflammation in the brain and alleviates the cognitive impairment associated with hyperglycemic diabetes.",Marine drugs,2025.0,Takaichi Miwa; Masaya Sato; Ning Ma; Keiichi Hiramoto; Masahiro Terasawa; Koji Suzuki,rhamnan sulfate rs extract seaweed < > monostroma nitidum</i > suppresse vascular endothelial inflammation arteriosclerosis decrease blood glucose level improve blood lipid metabolism intestinal environment examine rs improve hyperglycemia induce cognitive decline hyperglycemic mouse model pretreate nicotinamide streptozotocin orally administer high fat diet maltodextrin md 4 month rs administer md solution dose 75 225 750 mg kg mouse body weight administration rs hyperglycemic mouse significantly reduce blood glucose level tend improve memory function behavioral pharmacological test spontaneous locomotor activity rotarod test way maze test result significant brain histopathological analysis show rs significantly reduce atrophy neuronal layer region hippocampus compare untreated hyperglycemic control rs significantly suppress tnf α expression microglial activation brain result suggest rs intake suppresse inflammation brain alleviate cognitive impairment associate hyperglycemic diabetes
40559632,Marine-Derived Antioxidants: A Comprehensive Review of Their Therapeutic Potential in Oxidative Stress-Associated Diseases.,"Oxidative stress is a critical factor contributing to the pathogenesis of numerous diseases, including cardiovascular disorders, diabetes, and neurodegenerative conditions. In recent years, marine-derived antioxidants have emerged as promising therapeutic agents due to their unique biological activities and diverse sources. This comprehensive review explores the therapeutic potential of various marine antioxidants in mitigating oxidative stress-associated diseases. Marine organisms are rich in bioactive compounds, such as polysaccharides, polyphenols, carotenoids, peptides, and vitamins, which exhibit potent antioxidant and free radical scavenging abilities. These compounds have been shown to effectively inhibit oxidative reactions, repair oxidative damage, and enhance the body's antioxidant defense mechanisms. For instance, marine polysaccharides and their derivatives can scavenge reactive oxygen species (ROS), protect neurons from oxidative damage, and alleviate inflammation in neurodegenerative diseases like Alzheimer's and Parkinson's diseases. Similarly, marine unsaturated fatty acids, such as omega-3 polyunsaturated fatty acids (PUFAs), have been found to reduce cardiovascular risks by lowering serum triglyceride levels and improving vascular endothelial function. Additionally, marine-derived superoxide dismutase (SOD) plays a crucial role in neutralizing ROS, thereby offering protection against oxidative stress in various diseases. Despite these promising findings, challenges remain in the field, including the need for improved extraction and purification technologies, more comprehensive activity evaluation systems, and further research into the safety and bioavailability of these compounds. This review provides a detailed overview of the current research status, highlighting the types, structural characteristics, antioxidant activities, and mechanisms of action of marine antioxidants. It also identifies key areas for future research and development, aiming to harness the full potential of marine-derived antioxidants in the prevention and treatment of oxidative stress-related diseases.",Marine drugs,2025.0,Ruiqiu Zhang; Yuke Ren; Tianqi Ren; Yue Yu; Bo Li; Xiaobing Zhou,oxidative stress critical factor contribute pathogenesis numerous disease include cardiovascular disorder diabetes neurodegenerative condition recent year marine derive antioxidant emerge promise therapeutic agent unique biological activity diverse source comprehensive review explore therapeutic potential marine antioxidant mitigate oxidative stress associate disease marine organism rich bioactive compound polysaccharide polyphenol carotenoid peptide vitamin exhibit potent antioxidant free radical scavenging ability compound show effectively inhibit oxidative reaction repair oxidative damage enhance body antioxidant defense mechanism instance marine polysaccharide derivative scavenge reactive oxygen species ros protect neuron oxidative damage alleviate inflammation neurodegenerative disease like alzheimer parkinson disease similarly marine unsaturate fatty acid omega-3 polyunsaturate fatty acid pufa find reduce cardiovascular risk lower serum triglyceride level improve vascular endothelial function additionally marine derive superoxide dismutase sod play crucial role neutralize ros offer protection oxidative stress disease despite promising finding challenge remain field include need improved extraction purification technology comprehensive activity evaluation system research safety bioavailability compound review provide detailed overview current research status highlight type structural characteristic antioxidant activity mechanism action marine antioxidant identify key area future research development aim harness potential marine derive antioxidant prevention treatment oxidative stress relate disease
40559608,Neurodevelopmental Outcomes in Children with Neonatal Parechovirus CNS Infections.,"Human parechoviruses, officially known as Parechovirus A (PeV-A), are more frequently reported as a significant cause of serious infections in newborns and young infants. We aimed to describe the clinical features and neurological outcomes of PeV-A encephalitis cases identified in Warsaw. Infants with suspected encephalitis were retrospectively identified in three hospitals in the summer of 2022. Cases of confirmed PeV-A infection had their comprehensive demographic, clinical, laboratory, imaging, and outcome data reviewed. The psychomotor development of the children up to the age of 2 years was assessed by using the standardized tools. We identified 18 cases of confirmed encephalitis with a PeV-A infection. Their median age was 16 days. Fourteen cases were included in the analysis, while one patient dropped out after the first visit. Most were boys (9/14), and one patient was born preterm. Three patients had white matter alterations on brain MRI at discharge. No significant neurologic sequelae were observed after acute illness. At the 24-month follow-up, based on the Bayley Scales of Infant and Toddler Development (BSID-IV) and the Brunet-Lézine Scale, the children showed no neurodevelopmental sequelae. Brain MRIs were obtained in all of the participants up to 12 months of age and revealed no significant lesions. Neurodevelopmental complications are not frequent in children after PeV-A encephalitis at 24 months of age. Continued follow-up in larger cohorts is needed to explore the predictors of long-term morbidity.","Pathogens (Basel, Switzerland)",2025.0,Anna Piwowarczyk; Julia Śladowska; Agata Lipiec; Ernest Kuchar; Elżbieta Stawicka,human parechoviruse officially know parechovirus pev frequently report significant cause infection newborn young infant aim describe clinical feature neurological outcome pev encephalitis case identify warsaw infant suspect encephalitis retrospectively identify hospital summer 2022 case confirm pev infection comprehensive demographic clinical laboratory imaging outcome datum review psychomotor development child age 2 year assess standardized tool identify 18 case confirm encephalitis pev infection median age 16 day fourteen case include analysis patient drop visit boy 9/14 patient bear preterm patient white matter alteration brain mri discharge significant neurologic sequelae observe acute illness 24 month follow base bayley scales infant toddler development bsid iv brunet lézine scale child show neurodevelopmental sequelae brain mris obtain participant 12 month age reveal significant lesion neurodevelopmental complication frequent child pev encephalitis 24 month age continue follow large cohort need explore predictor long term morbidity
40559576,The Effects of High-Dose Probiotic Supplementation on Immune Activation and Neurocognitive Disorders in People Living with HIV Undergoing Successful Antiretroviral Treatment: The Procog Study.,"The prevalence of HIV-associated neurocognitive disorders (HAND) remains high despite antiretroviral treatment (ART). Changes in gut microbiota and persistent immune activation have been suggested as possible causes, while the role of probiotic supplementation remains controversial. We included subjects with mild HAND and successful ART. They were randomized to receive either 6 months of high-dose probiotic supplementation or to continue with only ART. Immune activation markers and neuropsychological testing were performed at baseline and the end of follow-up. Neuropsychological testing assessed learning, episodic memory, attention/concentration, executive functions, language, information processing speed, and motor skills. Z- and T-scores were calculated for all domains but motor skills, allowing the measurement of the global deficit score (GDS). The trajectories of neuropsychological performances and immune activation markers were compared between groups. From September 2020 to July 2021, 31 PWHs were included (median age 62, 73% men, CD4 744 cc/mm<sup>3</sup>), and 28 completed the 6-month follow-up. The characteristics of the subjects and their neuropsychological performance at baseline in the two groups were similar. At the end of follow-up, probiotics did not have any impact on immune activation markers, while they were associated with better improvement in GDS (T-score 0.0 in controls vs. -0.3 in probiotics, <i>p</i> = 0.048) and the attention/concentration test (Z-score 0.4 in controls vs. 1.2 in probiotics, <i>p</i> = 0.035). Oral supplementation with high-dose probiotics for 6 months did not affect systemic immune activation but was associated with improved neurocognitive performance, suggesting benefits from probiotic supplementation for mild HAND.","Pathogens (Basel, Switzerland)",2025.0,Matteo Vassallo; Margaux Zerlini; Roxane Fabre; Heloise Joly; Jacques Durant; Alain Makinson; Amandine Mauries; Jacqueline Capeau; Soraya Fellahi; Jean-Philippe Bastard; Christian Pradier; Christine Lebrun-Frenay,prevalence hiv associate neurocognitive disorder hand remain high despite antiretroviral treatment art change gut microbiota persistent immune activation suggest possible cause role probiotic supplementation remain controversial include subject mild hand successful art randomize receive 6 month high dose probiotic supplementation continue art immune activation marker neuropsychological testing perform baseline end follow neuropsychological testing assess learning episodic memory attention concentration executive function language information processing speed motor skill z- t score calculate domain motor skill allow measurement global deficit score gds trajectory neuropsychological performance immune activation marker compare group september 2020 july 2021 31 pwh include median age 62 73 man cd4 744 cc mm < sup>3</sup > 28 complete 6 month follow characteristic subject neuropsychological performance baseline group similar end follow probiotic impact immune activation marker associate well improvement gds t score 0.0 control vs. -0.3 probiotic < > p</i > = 0.048 attention concentration test z score 0.4 control vs. 1.2 probiotic < > p</i > = 0.035 oral supplementation high dose probiotic 6 month affect systemic immune activation associate improved neurocognitive performance suggest benefit probiotic supplementation mild hand
40559559,Influenza-Related Encephalopathy in Children: Epidemiology and Literature Review from a Tertiary Hospital in Northern Italy (Winter 2023-2024).,"While influenza-associated encephalopathy (IAE) in children remains a serious concern, recent evidence suggests a shift in its epidemiology, with a possible decline in incidence and severity over time. This retrospective review includes patients aged 0-18 admitted to a tertiary hospital in Northern Italy between November 2023 and February 2025. Inclusion criteria were a positive influenza test, influenza-like symptoms, and neurological involvement. Findings are interpreted alongside current literature. Twenty-five unvaccinated children met criteria for IAE (11 in 2023/24; 14 in 2024/25). Neurological comorbidities were present in 40%. All patients had pathological EEGs. Lumbar puncture was performed in 40%, with abnormalities in 33%. Brain imaging was conducted in 56% of cases, revealing findings in 15%. All received oseltamivir; 60% were also treated with dexamethasone. Severe complications occurred in 16%, while 12% had persistent symptoms or required therapy at discharge. After adjusting for seasonal peak timing, no significant inter-seasonal difference was observed. Although IAE continues to present serious risks, recent trends suggest a changing burden. The lack of vaccination among cases underscores the need for prevention. Study limitations include its single-center design and the absence of long-term follow-up. Broader prospective studies are needed.","Pathogens (Basel, Switzerland)",2025.0,Raffaele Vitale; Marco Denina; Laura Badiali; Matteo Sandei; Giulia Mazzetti; Carlotta Canavese; Aba Tocchet; Antonia Versace; Silvia Garazzino,influenza associate encephalopathy iae child remain concern recent evidence suggest shift epidemiology possible decline incidence severity time retrospective review include patient age 0 18 admit tertiary hospital northern italy november 2023 february 2025 inclusion criterion positive influenza test influenza like symptom neurological involvement finding interpret alongside current literature unvaccinated child meet criterion iae 11 2023/24 14 2024/25 neurological comorbiditie present 40 patient pathological eeg lumbar puncture perform 40 abnormality 33 brain imaging conduct 56 case reveal finding 15 receive oseltamivir 60 treat dexamethasone severe complication occur 16 12 persistent symptom require therapy discharge adjust seasonal peak timing significant inter seasonal difference observe iae continue present risk recent trend suggest change burden lack vaccination case underscore need prevention study limitation include single center design absence long term follow broad prospective study need
40559488,Psychoeducation for Relatives of Young Adults with First-Episode Psychosis: A Qualitative Exploration of Needs and Experiences.,"<b>Background/Objectives:</b> Although psychoeducation for relatives of individuals with a first episode psychosis is important for increasing understanding of psychosis, reducing relapse rates, decreasing hospitalization duration, and improving patient functionality, there is limited research on the specific experiences and needs of relatives of patients with a first episode psychosis. This study aims to explore the experiences and needs of relatives of young adults with first-episode psychosis regarding psychoeducation, with the goal of developing tailored psychoeducation (PE) that can be delivered by nurses. <b>Methods:</b> This qualitative study employed a descriptive, interpretative approach with a total sample of 23 participants, including semi-structured interviews (N = 16), two dyadic interviews (N = 4) and one triadic interview (N = 3). The dyadic interviews included two relatives and two patients, while the triadic interview involved two relatives and one patient. A topic list was utilized to guide the interviews. Thematic analysis was employed to analyse the data, supported by the use of ATLAS.ti. <b>Results:</b> During data analysis, five key themes were identified as relevant for the development of a psychoeducational program: experiences with first-episode psychosis and psychoeducation, the content of PE (what), timing (when), exchanging experiences (how) and joint PE versus separate groups (which format). <b>Conclusions</b>: This study highlights valuable insights and key components for an integrated psychoeducation program, focussing on the needs and experiences of relatives, for the development of the PE program. To optimize the benefits for both parties, future research should explore the potential of offering PE sessions that accommodate both individual and combined participant formats, allowing for a design tailored to the specific needs of the participants.","Nursing reports (Pavia, Italy)",2025.0,S A Kuipers; C A Elzinga-Hut; B S Rosema; S Sanches; D Boertien; B Stavenuiter; S K Spoelstra; G H M Pijnenborg; N Boonstra,< b > background objectives:</b > psychoeducation relative individual episode psychosis important increase understanding psychosis reduce relapse rate decrease hospitalization duration improve patient functionality limited research specific experience need relative patient episode psychosis study aim explore experience need relative young adult episode psychosis psychoeducation goal develop tailor psychoeducation pe deliver nurse < b > methods:</b > qualitative study employ descriptive interpretative approach total sample 23 participant include semi structured interview n = 16 dyadic interview n = 4 triadic interview n = 3 dyadic interview include relative patient triadic interview involve relative patient topic list utilize guide interview thematic analysis employ analyse datum support use atlas.ti < b > results:</b > datum analysis key theme identify relevant development psychoeducational program experience episode psychosis psychoeducation content pe time exchange experience joint pe versus separate group format < b > conclusions</b > study highlight valuable insight key component integrated psychoeducation program focusse need experience relative development pe program optimize benefit party future research explore potential offer pe session accommodate individual combined participant format allow design tailor specific need participant
